Offense_id,Year,Dimension,Category,Nr_of_victims,Country_id,Victim_id
6322,2018,by form of exploitation,Sexual exploitation,2.5,40,8
6323,2018,by form of exploitation,Sexual exploitation,8.0,40,2
6324,2018,by form of exploitation,Sexual exploitation,45.0,40,3
6325,2018,by form of exploitation,Sexual exploitation,53.0,40,1
6326,2018,by form of exploitation,Sexual exploitation,2.5,40,1
6327,2019,Unknown,Unknown,14.0,40,4
6328,2019,Unknown,Unknown,96.0,40,5
6329,2019,Unknown,Unknown,2.5,40,6
6330,2019,Unknown,Unknown,14.0,40,7
6331,2019,Unknown,Unknown,2.5,40,9
6332,2019,Unknown,Unknown,2.5,40,8
6333,2019,Unknown,Unknown,14.0,40,2
6334,2019,Unknown,Unknown,110.0,40,3
6335,2019,Unknown,Unknown,124.0,40,1
6336,2019,Unknown,Unknown,2.5,40,1
6337,2019,by citizenship,Unknown,90.0,40,1
6338,2019,by citizenship,Honduras,2.5,40,1
6339,2019,by citizenship,Venezuela,32.0,40,1
6340,2019,by citizenship,,2.5,40,1
6341,2019,by country of repatriation,Germany,2.5,40,1
6342,2019,by country of repatriation,Abroad,37.0,40,1
6343,2019,by country of repatriation,Bahamas,2.5,40,1
6344,2019,by country of repatriation,Brazil,2.5,40,1
6345,2019,by country of repatriation,China,2.5,40,1
6346,2019,by country of repatriation,South Korea,7.0,40,1
6347,2019,by country of repatriation,Guatemala,2.5,40,1
6348,2019,by country of repatriation,Israel,2.5,40,1
6349,2019,by country of repatriation,Qatar,2.5,40,1
6350,2019,by country of repatriation,Thailand,2.5,40,1
6351,2019,by country of repatriation,Uruguay,2.5,40,1
6352,2019,by country of repatriation,,11.0,40,1
6353,2019,by form of exploitation,Forced labour,2.5,40,4
6354,2019,by form of exploitation,Forced labour,2.5,40,5
6355,2019,by form of exploitation,Forced labour,2.5,40,6
6356,2019,by form of exploitation,Forced labour,5.0,40,7
6357,2019,by form of exploitation,Forced labour,2.5,40,9
6358,2019,by form of exploitation,Forced labour,2.5,40,8
6359,2019,by form of exploitation,Forced labour,2.5,40,2
6360,2019,by form of exploitation,Forced labour,8.0,40,3
6361,2019,by form of exploitation,Forced labour,8.0,40,1
6362,2019,by form of exploitation,Forced labour,2.5,40,1
6363,2019,by form of exploitation,Sexual exploitation,8.0,40,4
6364,2019,by form of exploitation,Sexual exploitation,65.0,40,5
6365,2019,by form of exploitation,Sexual exploitation,2.5,40,6
6366,2019,by form of exploitation,Sexual exploitation,6.0,40,7
6367,2019,by form of exploitation,Sexual exploitation,2.5,40,9
6368,2019,by form of exploitation,Sexual exploitation,2.5,40,8
6369,2019,by form of exploitation,Sexual exploitation,8.0,40,2
6370,2019,by form of exploitation,Sexual exploitation,71.0,40,3
6371,2019,by form of exploitation,Sexual exploitation,79.0,40,1
6372,2019,by form of exploitation,Sexual exploitation,2.5,40,1
6373,2020,Unknown,Unknown,30.0,40,4
6374,2020,Unknown,Unknown,54.0,40,5
6375,2020,Unknown,Unknown,5.0,40,6
6376,2020,Unknown,Unknown,10.0,40,7
6377,2020,Unknown,Unknown,2.5,40,9
6378,2020,Unknown,Unknown,2.5,40,8
6379,2020,Unknown,Unknown,35.0,40,2
6380,2020,Unknown,Unknown,64.0,40,3
6381,2020,Unknown,Unknown,104.0,40,1
6382,2020,Unknown,Unknown,5.0,40,1
6383,2020,by citizenship,Argentina,2.5,40,1
6384,2020,by citizenship,Unknown,63.0,40,1
6385,2020,by citizenship,Mexico,2.5,40,1
6386,2020,by citizenship,Venezuela,39.0,40,1
6387,2020,by country of repatriation,Abroad,17.0,40,1
6388,2020,by country of repatriation,Ecuador,2.5,40,1
6389,2020,by country of repatriation,Italy,2.5,40,1
6390,2020,by country of repatriation,Switzerland,2.5,40,1
6391,2020,by country of repatriation,,9.0,40,1
6392,2020,by form of exploitation,Forced labour,2.5,40,4
6393,2020,by form of exploitation,Forced labour,2.5,40,5
6394,2020,by form of exploitation,Forced labour,2.5,40,6
6395,2020,by form of exploitation,Forced labour,2.5,40,7
6396,2020,by form of exploitation,Forced labour,2.5,40,9
6397,2020,by form of exploitation,Forced labour,2.5,40,8
6398,2020,by form of exploitation,Forced labour,2.5,40,2
6399,2020,by form of exploitation,Forced labour,2.5,40,3
6400,2020,by form of exploitation,Forced labour,2.5,40,1
6401,2020,by form of exploitation,Forced labour,2.5,40,1
6402,2020,by form of exploitation,Sexual exploitation,25.0,40,4
6403,2020,by form of exploitation,Sexual exploitation,40.0,40,5
6404,2020,by form of exploitation,Sexual exploitation,2.5,40,6
6405,2020,by form of exploitation,Sexual exploitation,8.0,40,7
6406,2020,by form of exploitation,Sexual exploitation,2.5,40,9
6407,2020,by form of exploitation,Sexual exploitation,2.5,40,8
6408,2020,by form of exploitation,Sexual exploitation,25.0,40,2
6409,2020,by form of exploitation,Sexual exploitation,48.0,40,3
6410,2020,by form of exploitation,Sexual exploitation,75.0,40,1
6411,2020,by form of exploitation,Sexual exploitation,2.5,40,1
6412,2021,Unknown,Unknown,38.0,40,4
6413,2021,Unknown,Unknown,111.0,40,5
6414,2021,Unknown,Unknown,2.5,40,6
6415,2021,Unknown,Unknown,31.0,40,7
6416,2021,Unknown,Unknown,2.5,40,9
6417,2021,Unknown,Unknown,2.5,40,8
6418,2021,Unknown,Unknown,39.0,40,2
6419,2021,Unknown,Unknown,142.0,40,3
6420,2021,Unknown,Unknown,181.0,40,1
6421,2021,Unknown,Unknown,2.5,40,1
6422,2021,by citizenship,Brazil,2.5,40,1
6423,2021,by citizenship,Bolivia,2.5,40,1
6424,2021,by citizenship,Unknown,101.0,40,1
6425,2021,by citizenship,Ecuador,2.5,40,1
6426,2021,by citizenship,Venezuela,76.0,40,1
6427,2021,by country of repatriation,Abroad,11.0,40,1
6428,2021,by country of repatriation,Bahamas,2.5,40,1
6429,2021,by country of repatriation,Ecuador,2.5,40,1
6430,2021,by country of repatriation,,6.0,40,1
6431,2021,by form of exploitation,Forced labour,2.5,40,4
6432,2021,by form of exploitation,Forced labour,6.0,40,5
6433,2021,by form of exploitation,Forced labour,2.5,40,6
6434,2021,by form of exploitation,Forced labour,10.0,40,7
6435,2021,by form of exploitation,Forced labour,2.5,40,9
6436,2021,by form of exploitation,Forced labour,2.5,40,8
6437,2021,by form of exploitation,Forced labour,2.5,40,2
6438,2021,by form of exploitation,Forced labour,16.0,40,3
6439,2021,by form of exploitation,Forced labour,18.0,40,1
6440,2021,by form of exploitation,Forced labour,2.5,40,1
6441,2021,by form of exploitation,Sexual exploitation,26.0,40,4
6442,2021,by form of exploitation,Sexual exploitation,73.0,40,5
6443,2021,by form of exploitation,Sexual exploitation,2.5,40,6
6444,2021,by form of exploitation,Sexual exploitation,13.0,40,7
6445,2021,by form of exploitation,Sexual exploitation,2.5,40,9
6446,2021,by form of exploitation,Sexual exploitation,2.5,40,8
6447,2021,by form of exploitation,Sexual exploitation,26.0,40,2
6448,2021,by form of exploitation,Sexual exploitation,86.0,40,3
6449,2021,by form of exploitation,Sexual exploitation,112.0,40,1
6450,2021,by form of exploitation,Sexual exploitation,2.5,40,1
6451,2022,Unknown,Unknown,8.0,40,4
6452,2022,Unknown,Unknown,126.0,40,5
6453,2022,Unknown,Unknown,2.5,40,6
6454,2022,Unknown,Unknown,26.0,40,7
6455,2022,Unknown,Unknown,2.5,40,9
6456,2022,Unknown,Unknown,2.5,40,8
6457,2022,Unknown,Unknown,8.0,40,2
6458,2022,Unknown,Unknown,153.0,40,3
6459,2022,Unknown,Unknown,162.0,40,1
6460,2022,Unknown,Unknown,2.5,40,1
6461,2022,by citizenship,Argentina,2.5,40,1
6462,2022,by citizenship,Brazil,2.5,40,1
6463,2022,by citizenship,Unknown,96.0,40,1
6464,2022,by citizenship,Ecuador,2.5,40,1
6465,2022,by citizenship,Paraguay,2.5,40,1
6466,2022,by citizenship,Venezuela,59.0,40,1
6467,2022,by country of repatriation,Abroad,19.0,40,1
6468,2022,by country of repatriation,Brazil,2.5,40,1
6469,2022,by country of repatriation,China,2.5,40,1
6470,2022,by country of repatriation,Ecuador,2.5,40,1
6471,2022,by country of repatriation,Spain,2.5,40,1
6472,2022,by country of repatriation,Mexico,5.0,40,1
6473,2022,by country of repatriation,Peru,6.0,40,1
6474,2022,by country of repatriation,Dominican Republic,2.5,40,1
6475,2022,by country of repatriation,Venezuela,2.5,40,1
6476,2022,by form of exploitation,Forced labour,2.5,40,4
6477,2022,by form of exploitation,Forced labour,5.0,40,5
6478,2022,by form of exploitation,Forced labour,2.5,40,6
6479,2022,by form of exploitation,Forced labour,7.0,40,7
6480,2022,by form of exploitation,Forced labour,2.5,40,9
6481,2022,by form of exploitation,Forced labour,2.5,40,8
6482,2022,by form of exploitation,Forced labour,2.5,40,2
6483,2022,by form of exploitation,Forced labour,12.0,40,3
6484,2022,by form of exploitation,Forced labour,12.0,40,1
6485,2022,by form of exploitation,Forced labour,2.5,40,1
6486,2022,by form of exploitation,Sexual exploitation,7.0,40,4
6487,2022,by form of exploitation,Sexual exploitation,95.0,40,5
6488,2022,by form of exploitation,Sexual exploitation,2.5,40,6
6489,2022,by form of exploitation,Sexual exploitation,13.0,40,7
6490,2022,by form of exploitation,Sexual exploitation,2.5,40,9
6491,2022,by form of exploitation,Sexual exploitation,2.5,40,8
6492,2022,by form of exploitation,Sexual exploitation,7.0,40,2
6493,2022,by form of exploitation,Sexual exploitation,109.0,40,3
6494,2022,by form of exploitation,Sexual exploitation,117.0,40,1
6495,2022,by form of exploitation,Sexual exploitation,2.5,40,1
6496,2008,by country of repatriation,Abroad,2.5,41,1
6497,2012,by country of repatriation,Abroad,2.5,41,1
6498,2014,by country of repatriation,Abroad,2.5,41,1
6499,2016,by country of repatriation,Abroad,2.5,41,1
6500,2017,by form of exploitation,Sexual exploitation,2.5,41,1
6501,2018,by form of exploitation,Forced labour,2.5,41,1
6502,2018,by form of exploitation,Sexual exploitation,2.5,41,1
6503,2019,by form of exploitation,Sexual exploitation,2.5,41,1
6504,2020,by form of exploitation,Forced labour,2.5,41,1
6505,2020,by form of exploitation,Sexual exploitation,2.5,41,1
6506,2008,by country of repatriation,Abroad,2.5,42,1
6507,2012,by country of repatriation,Abroad,2.5,42,1
6508,2014,by country of repatriation,Abroad,2.5,42,1
6509,2016,by country of repatriation,Abroad,2.5,42,1
6510,2017,by form of exploitation,Sexual exploitation,2.5,42,1
6511,2018,by form of exploitation,Forced labour,2.5,42,1
6512,2018,by form of exploitation,Sexual exploitation,2.5,42,1
6513,2019,by form of exploitation,Sexual exploitation,2.5,42,1
6514,2020,by form of exploitation,Forced labour,2.5,42,1
6515,2020,by form of exploitation,Sexual exploitation,2.5,42,1
6516,2007,Unknown,Unknown,2.5,43,1
6517,2009,Unknown,Unknown,10.0,43,1
6518,2010,Unknown,Unknown,60.0,43,1
6519,2010,by citizenship,China,2.5,43,1
6520,2010,by citizenship,Costa Rica,6.0,43,1
6521,2010,by citizenship,El Salvador,2.5,43,1
6522,2010,by citizenship,Indonesia,13.0,43,1
6523,2010,by citizenship,Nicaragua,2.5,43,1
6524,2010,by citizenship,Philippines,5.0,43,1
6525,2010,by citizenship,Vietnam,21.0,43,1
6526,2010,by country of repatriation,El Salvador,2.5,43,1
6527,2011,Unknown,Unknown,5.0,43,5
6528,2011,Unknown,Unknown,2.5,43,6
6529,2011,Unknown,Unknown,2.5,43,7
6530,2011,Unknown,Unknown,2.5,43,2
6531,2011,Unknown,Unknown,10.0,43,3
6532,2011,Unknown,Unknown,8.0,43,1
6533,2012,Unknown,Unknown,2.5,43,6
6534,2012,Unknown,Unknown,2.5,43,7
6535,2012,Unknown,Unknown,6.0,43,4
6536,2012,Unknown,Unknown,15.0,43,5
6537,2012,Unknown,Unknown,6.0,43,2
6538,2012,Unknown,Unknown,16.0,43,3
6539,2012,Unknown,Unknown,22.0,43,1
6540,2012,by citizenship,China,2.5,43,1
6541,2012,by citizenship,Colombia,2.5,43,1
6542,2012,by citizenship,Costa Rica,2.5,43,1
6543,2012,by citizenship,Dominican Republic,6.0,43,1
6544,2012,by citizenship,Nicaragua,9.0,43,1
6545,2012,by citizenship,South Africa,2.5,43,1
6546,2012,by form of exploitation,Forced labour,2.5,43,1
6547,2012,by form of exploitation,Sexual exploitation,10.0,43,1
6548,2013,Unknown,Unknown,2.5,43,4
6549,2013,Unknown,Unknown,2.5,43,6
6550,2013,Unknown,Unknown,11.0,43,7
6551,2013,Unknown,Unknown,2.5,43,2
6552,2013,Unknown,Unknown,30.0,43,1
6553,2013,Unknown,Unknown,15.0,43,5
6554,2013,Unknown,Unknown,27.0,43,3
6555,2013,by citizenship,Colombia,2.5,43,1
6556,2013,by citizenship,Costa Rica,16.0,43,1
6557,2013,by citizenship,Dominican Republic,2.5,43,1
6558,2013,by citizenship,El Salvador,2.5,43,1
6559,2013,by citizenship,Nicaragua,5.0,43,1
6560,2013,by country of repatriation,El Salvador,2.5,43,1
6561,2013,by form of exploitation,Forced labour,5.0,43,1
6562,2013,by form of exploitation,Sexual exploitation,11.0,43,1
6563,2014,Unknown,Unknown,2.5,43,5
6564,2014,Unknown,Unknown,2.5,43,7
6565,2014,Unknown,Unknown,2.5,43,2
6566,2014,Unknown,Unknown,2.5,43,4
6567,2014,Unknown,Unknown,2.5,43,6
6568,2014,Unknown,Unknown,5.0,43,3
6569,2014,Unknown,Unknown,5.0,43,1
6570,2014,by citizenship,China,2.5,43,1
6571,2014,by citizenship,Costa Rica,2.5,43,1
6572,2014,by citizenship,Nicaragua,2.5,43,1
6573,2014,by country of repatriation,Colombia,2.5,43,1
6574,2014,by form of exploitation,Sexual exploitation,2.5,43,1
6575,2015,Unknown,Unknown,5.0,43,5
6576,2015,Unknown,Unknown,2.5,43,7
6577,2015,Unknown,Unknown,2.5,43,2
6578,2015,by form of exploitation,Forced labour,2.5,43,1
6579,2015,by form of exploitation,Sexual exploitation,2.5,43,1
6580,2015,Unknown,Unknown,2.5,43,4
6581,2015,Unknown,Unknown,2.5,43,6
6582,2015,Unknown,Unknown,2.5,43,3
6583,2015,Unknown,Unknown,2.5,43,1
6584,2015,by citizenship,Colombia,2.5,43,1
6585,2015,by citizenship,Costa Rica,2.5,43,1
6586,2015,by citizenship,Nicaragua,2.5,43,1
6587,2016,Unknown,Unknown,8.0,43,4
6588,2016,Unknown,Unknown,11.0,43,5
6589,2016,Unknown,Unknown,2.5,43,6
6590,2016,Unknown,Unknown,2.5,43,7
6591,2016,Unknown,Unknown,2.5,43,2
6592,2016,Unknown,Unknown,11.0,43,3
6593,2016,Unknown,Unknown,20.0,43,1
6594,2016,by form of exploitation,Forced labour,2.5,43,1
6595,2016,by form of exploitation,Sexual exploitation,12.0,43,1
6596,2016,by country of repatriation,Colombia,2.5,43,1
6597,2016,by country of repatriation,Paraguay,2.5,43,1
6598,2016,by form of exploitation,Sexual exploitation,2.5,43,4
6599,2016,by form of exploitation,Sexual exploitation,5.0,43,5
6600,2016,by form of exploitation,Sexual exploitation,2.5,43,6
6601,2016,by form of exploitation,Sexual exploitation,2.5,43,7
6602,2017,Unknown,Unknown,10.0,43,4
6603,2017,Unknown,Unknown,20.0,43,5
6604,2017,Unknown,Unknown,2.5,43,6
6605,2017,Unknown,Unknown,2.5,43,7
6606,2017,Unknown,Unknown,13.0,43,2
6607,2017,Unknown,Unknown,35.0,43,3
6608,2017,Unknown,Unknown,39.0,43,1
6609,2017,by form of exploitation,Forced labour,9.0,43,1
6610,2017,by form of exploitation,Sexual exploitation,23.0,43,1
6611,2017,by citizenship,Albania,2.5,43,1
6612,2017,by citizenship,China,2.5,43,1
6613,2017,by citizenship,Colombia,2.5,43,1
6614,2017,by citizenship,Democratic Republic of the Congo,2.5,43,1
6615,2017,by citizenship,El Salvador,2.5,43,1
6616,2017,by citizenship,Ghana,2.5,43,1
6617,2017,by citizenship,Guatemala,2.5,43,1
6618,2017,by citizenship,Nationals,20.0,43,1
6619,2017,by citizenship,Nicaragua,8.0,43,1
6620,2017,by citizenship,Panama,2.5,43,1
6621,2017,by citizenship,Venezuela,2.5,43,1
6622,2017,by country of repatriation,Abroad,2.5,43,1
6623,2017,by country of repatriation,Nationals,2.5,43,1
6624,2017,by country of repatriation,Unknown,2.5,43,1
6625,2017,by form of exploitation,Forced labour,2.5,43,5
6626,2017,by form of exploitation,Forced labour,2.5,43,6
6627,2017,by form of exploitation,Forced labour,2.5,43,7
6628,2017,by form of exploitation,Forced labour,2.5,43,2
6629,2017,by form of exploitation,Forced labour,8.0,43,3
6630,2017,by form of exploitation,Sexual exploitation,21.0,43,4
6631,2017,by form of exploitation,Sexual exploitation,28.0,43,5
6632,2017,by form of exploitation,Sexual exploitation,2.5,43,6
6633,2017,by form of exploitation,Sexual exploitation,2.5,43,7
6634,2017,by form of exploitation,Sexual exploitation,9.0,43,2
6635,2017,by form of exploitation,Sexual exploitation,12.0,43,3
6636,2018,Unknown,Unknown,2.5,43,6
6637,2018,Unknown,Unknown,20.0,43,3
6638,2018,by form of exploitation,Forced labour,7.0,43,1
6639,2018,by form of exploitation,Sexual exploitation,5.0,43,1
6640,2018,Unknown,Unknown,12.0,43,4
6641,2018,Unknown,Unknown,11.0,43,5
6642,2018,Unknown,Unknown,5.0,43,7
6643,2018,Unknown,Unknown,13.0,43,2
6644,2018,Unknown,Unknown,30.0,43,1
6645,2018,by citizenship,China,2.5,43,1
6646,2018,by citizenship,Unknown,12.0,43,1
6647,2018,by citizenship,Colombia,2.5,43,1
6648,2018,by citizenship,United States,2.5,43,1
6649,2018,by citizenship,Honduras,2.5,43,1
6650,2018,by citizenship,Nicaragua,6.0,43,1
6651,2018,by citizenship,Panama,2.5,43,1
6652,2018,by citizenship,Dominican Republic,2.5,43,1
6653,2018,by citizenship,Venezuela,2.5,43,1
6654,2018,by country of repatriation,Abroad,2.5,43,1
6655,2018,by form of exploitation,Forced labour,2.5,43,4
6656,2018,by form of exploitation,Forced labour,2.5,43,5
6657,2018,by form of exploitation,Forced labour,2.5,43,6
6658,2018,by form of exploitation,Forced labour,2.5,43,7
6659,2018,by form of exploitation,Forced labour,2.5,43,2
6660,2018,by form of exploitation,Forced labour,2.5,43,3
6661,2018,by form of exploitation,Sexual exploitation,11.0,43,4
6662,2018,by form of exploitation,Sexual exploitation,5.0,43,5
6663,2018,by form of exploitation,Sexual exploitation,2.5,43,6
6664,2018,by form of exploitation,Sexual exploitation,2.5,43,7
6665,2018,by form of exploitation,Sexual exploitation,8.0,43,3
6666,2019,Unknown,Unknown,20.0,43,4
6667,2019,Unknown,Unknown,13.0,43,6
6668,2019,Unknown,Unknown,11.0,43,7
6669,2019,Unknown,Unknown,31.0,43,2
6670,2019,Unknown,Unknown,35.0,43,3
6671,2019,by form of exploitation,Forced labour,19.0,43,1
6672,2019,Unknown,Unknown,21.0,43,5
6673,2019,Unknown,Unknown,2.5,43,8
6674,2019,Unknown,Unknown,62.0,43,1
6675,2019,by citizenship,Unknown,46.0,43,1
6676,2019,by citizenship,Cuba,2.5,43,1
6677,2019,by citizenship,El Salvador,2.5,43,1
6678,2019,by citizenship,Nicaragua,12.0,43,1
6679,2019,by citizenship,Dominican Republic,2.5,43,1
6680,2019,by citizenship,Venezuela,2.5,43,1
6681,2019,by country of repatriation,Abroad,2.5,43,1
6682,2019,by country of repatriation,Panama,2.5,43,1
6683,2019,by form of exploitation,Forced labour,2.5,43,4
6684,2019,by form of exploitation,Forced labour,2.5,43,5
6685,2019,by form of exploitation,Forced labour,2.5,43,6
6686,2019,by form of exploitation,Forced labour,9.0,43,7
6687,2019,by form of exploitation,Forced labour,11.0,43,3
6688,2019,by form of exploitation,Sexual exploitation,2.5,43,4
6689,2019,by form of exploitation,Sexual exploitation,10.0,43,5
6690,2019,by form of exploitation,Sexual exploitation,2.5,43,6
6691,2019,by form of exploitation,Sexual exploitation,2.5,43,7
6692,2019,by form of exploitation,Sexual exploitation,2.5,43,8
6693,2019,by form of exploitation,Sexual exploitation,2.5,43,2
6694,2019,by form of exploitation,Sexual exploitation,12.0,43,3
6695,2019,by form of exploitation,Sexual exploitation,16.0,43,1
6696,2020,Unknown,Unknown,20.0,43,5
6697,2020,Unknown,Unknown,6.0,43,6
6698,2020,Unknown,Unknown,2.5,43,7
6699,2020,Unknown,Unknown,30.0,43,2
6700,2020,Unknown,Unknown,37.0,43,3
6701,2020,by form of exploitation,Forced labour,14.0,43,1
6702,2020,Unknown,Unknown,25.0,43,4
6703,2020,Unknown,Unknown,2.5,43,8
6704,2020,Unknown,Unknown,51.0,43,1
6705,2020,by citizenship,Unknown,33.0,43,1
6706,2020,by citizenship,Nicaragua,17.0,43,1
6707,2020,by citizenship,,2.5,43,1
6708,2020,by country of repatriation,Abroad,2.5,43,1
6709,2020,by country of repatriation,El Salvador,2.5,43,1
6710,2020,by country of repatriation,,2.5,43,1
6711,2020,by form of exploitation,Forced labour,2.5,43,4
6712,2020,by form of exploitation,Forced labour,2.5,43,5
6713,2020,by form of exploitation,Forced labour,2.5,43,6
6714,2020,by form of exploitation,Forced labour,2.5,43,7
6715,2020,by form of exploitation,Forced labour,2.5,43,3
6716,2020,by form of exploitation,Sexual exploitation,7.0,43,4
6717,2020,by form of exploitation,Sexual exploitation,7.0,43,5
6718,2020,by form of exploitation,Sexual exploitation,2.5,43,6
6719,2020,by form of exploitation,Sexual exploitation,2.5,43,7
6720,2020,by form of exploitation,Sexual exploitation,2.5,43,8
6721,2020,by form of exploitation,Sexual exploitation,7.0,43,2
6722,2020,by form of exploitation,Sexual exploitation,8.0,43,3
6723,2020,by form of exploitation,Sexual exploitation,16.0,43,1
6724,2021,Unknown,Unknown,2.5,43,6
6725,2021,Unknown,Unknown,2.5,43,7
6726,2021,Unknown,Unknown,21.0,43,3
6727,2021,by form of exploitation,Forced labour,11.0,43,1
6728,2021,Unknown,Unknown,13.0,43,4
6729,2021,Unknown,Unknown,7.0,43,5
